block_id,street,barrio,tipo_c,red_jerarq,n_lines_on,lines_on,n_lines_walk,lines_walk,buses_hour_walk,buses_hour_on,n_stops_walk
1,"CANTILO, INT.",Nuñez,CALLE,VÍA TRONCAL,5,028 057 059 152 194,4,015 028 029 117,143.5,19.7,0
2,"LUGONES, LEOPOLDO AV.",Nuñez,AVENIDA,VÍA TRONCAL,5,028 057 059 152 194,4,015 028 029 117,143.5,26.1,0
3,"PAZ, GRAL. AV.",Nuñez,AVENIDA,VÍA TRONCAL,0,,4,015 028 029 117,153.5,0.0,1
4,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 117,4,015 028 029 117,153.5,106.4,2
5,"COLECTORA CANTILO, INT.",Nuñez,CALLE,VÍA LOCAL,0,,0,,0.0,0.0,0
6,LA CACHILA,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 117,153.5,0.0,0
7,VEDIA,Nuñez,CALLE,VÍA LOCAL,2,029 117,4,015 028 029 117,153.5,17.0,1
8,"PAZ, GRAL. AV.",Nuñez,AVENIDA,VÍA TRONCAL,3,015 028 117,4,015 028 029 117,153.5,37.5,0
9,VEDIA,Nuñez,CALLE,VÍA LOCAL,2,029 117,4,015 028 029 117,153.5,17.0,0
10,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,2,029 117,4,015 028 029 117,143.5,17.0,0
11,LA CACHILA,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 117,153.5,0.0,0
12,"CALZADILLA, SANTIAGO",Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 117,125.1,0.0,0
13,"PAZ, GRAL. AV.",Nuñez,AVENIDA,VÍA TRONCAL,0,,4,015 028 029 117,106.8,0.0,0
14,PICO,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,177.5,0.0,4
15,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 117,5,015 028 029 117 130,177.5,106.4,5
16,"COLECTORA CANTILO, INT.",Nuñez,CALLE,VÍA LOCAL,5,028 057 059 152 194,0,,0.0,19.7,0
17,"CANTILO, INT.",Nuñez,CALLE,VÍA TRONCAL,5,028 057 059 152 194,0,,0.0,19.7,0
18,"PAZ, GRAL. AV.",Nuñez,AVENIDA,VÍA TRONCAL,0,,4,015 028 029 117,106.8,0.0,0
19,VEDIA,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 117,143.5,0.0,0
20,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 117,143.5,0.0,0
21,PICO,Nuñez,CALLE,VÍA LOCAL,1,028,5,015 028 029 117 130,177.5,25.5,6
22,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,2,029 117,5,015 028 029 117 130,177.5,17.0,2
23,PICO,Nuñez,CALLE,VÍA LOCAL,0,,3,028 117 130,97.0,0.0,0
24,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 117,5,015 028 029 117 130,177.5,92.6,7
25,GRECIA,Nuñez,CALLE,VÍA LOCAL,0,,2,028 117,73.0,0.0,0
27,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,167.5,0.0,0
28,"LUGONES, LEOPOLDO AV.",Nuñez,AVENIDA,VÍA TRONCAL,5,028 057 059 152 194,0,,0.0,26.1,0
29,"PAZ, GRAL. AV.",Nuñez,AVENIDA,VÍA TRONCAL,2,057 060,2,028 117,73.0,55.9,0
30,VEDIA,Nuñez,CALLE,VÍA LOCAL,0,,0,,0.0,0.0,0
31,DEHEZA,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,177.5,0.0,5
32,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,3,028 029 117,5,015 028 029 117 130,177.5,40.5,4
33,PICO,Nuñez,CALLE,VÍA LOCAL,0,,3,028 117 130,97.0,0.0,0
34,GRECIA,Nuñez,CALLE,VÍA LOCAL,0,,1,130,24.0,0.0,0
35,DEHEZA,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,2
36,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 117,5,015 028 029 117 130,177.5,92.6,4
37,"PAZ, GRAL. AV.",Nuñez,AVENIDA,VÍA TRONCAL,2,057 060,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,55.9,0
38,VEDIA,Nuñez,CALLE,VÍA LOCAL,0,,7,021 057 060 068 133 168 194,314.1,0.0,0
39,ARCOS,Nuñez,CALLE,VÍA LOCAL,0,,12,019 021 057 059 060 068 071 133 161 168 184 194,513.2,0.0,0
40,DEHEZA,Nuñez,CALLE,VÍA LOCAL,0,,3,028 117 130,65.0,0.0,0
41,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,3,028 117 130,97.0,0.0,0
42,PICO,Nuñez,CALLE,VÍA LOCAL,0,,1,130,24.0,0.0,0
43,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,0,,0,,0.0,0.0,0
44,"PAZ, GRAL. AV.",Nuñez,AVENIDA,VÍA TRONCAL,5,015 028 057 060 117,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,93.3,0
45,"PAZ, GRAL. AV.",Nuñez,AVENIDA,VÍA TRONCAL,7,015 028 057 059 117 152 194,4,015 028 029 117,143.5,79.8,1
46,ARIAS,Nuñez,CALLE,VÍA LOCAL,1,028,5,015 028 029 117 130,159.1,16.0,2
47,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,3,028 029 117,5,015 028 029 117 130,159.1,40.5,3
48,VEDIA,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,646.7,0.0,0
49,CUBA,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,0.0,0
50,DEHEZA,Nuñez,CALLE,VÍA LOCAL,0,,3,028 117 130,65.0,0.0,0
51,GRECIA,Nuñez,CALLE,VÍA LOCAL,0,,1,130,24.0,0.0,0
52,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 117,5,015 028 029 117 130,159.1,108.6,7
53,ARIAS,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,1
54,PICO,Nuñez,CALLE,VÍA LOCAL,0,,5,057 060 130 133 184,205.4,0.0,0
55,ARCOS,Nuñez,CALLE,VÍA LOCAL,0,,9,021 057 060 068 130 133 168 184 194,362.1,0.0,0
56,ARIAS,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
57,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
58,"PAZ, GRAL. AV.",Nuñez,AVENIDA,VÍA TRONCAL,5,015 028 057 060 117,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,93.3,11
59,VEDIA,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,0.0,0
60,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,0.0,0
61,DEHEZA,Nuñez,CALLE,VÍA LOCAL,0,,1,130,24.0,0.0,0
62,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,0,,1,130,24.0,0.0,0
63,"CANTILO, INT.",Belgrano,CALLE,VÍA TRONCAL,5,028 057 059 152 194,0,,0.0,19.7,0
64,RAMALLO,Nuñez,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,4,028 029 117 130,5,015 028 029 117 130,159.1,48.5,10
65,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,3,028 029 117,5,015 028 029 117 130,159.1,24.5,5
66,PICO,Nuñez,CALLE,VÍA LOCAL,0,,14,019 021 057 060 068 071 130 133 151 152 161 168 184 194,580.7,0.0,0
67,CUBA,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,646.7,0.0,0
68,ARIAS,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
69,GRECIA,Nuñez,CALLE,VÍA LOCAL,0,,3,028 117 130,65.0,0.0,0
70,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 130,5,015 028 029 117 130,159.1,118.1,8
71,DEHEZA,Nuñez,CALLE,VÍA LOCAL,0,,5,068 130 152 161 168,224.5,0.0,0
72,ARCOS,Nuñez,CALLE,VÍA LOCAL,0,,9,057 060 068 130 133 152 161 168 184,405.9,0.0,0
73,VEDIA,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,0.0,6
74,CABILDO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,497.9,17
75,RAMALLO,Nuñez,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,130,5,015 028 029 117 130,159.1,24.0,6
76,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,2
78,VEDIA,Saavedra,CALLE,VÍA LOCAL,3,021 059 060,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,48.1,10
79,PICO,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,646.7,0.0,0
80,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,0.0,0
81,ARIAS,Nuñez,CALLE,VÍA LOCAL,0,,3,028 117 130,65.0,0.0,0
82,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,0,,1,130,24.0,0.0,0
83,"PAZ, GRAL. AV.",Saavedra,AVENIDA,VÍA TRONCAL,5,015 021 028 060 117,17,015 019 021 028 057 059 060 068 071 130 133 151 152 161 168 184 194,736.2,90.0,12
84,CORREA,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,2
85,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,4
86,DEHEZA,Nuñez,CALLE,VÍA LOCAL,0,,13,019 057 059 060 068 071 130 133 151 152 161 168 184,552.2,0.0,0
87,CUBA,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,638.7,0.0,0
88,RAMALLO,Nuñez,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,130,5,015 028 029 117 130,159.1,24.0,4
89,GRECIA,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,2
90,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 130,5,015 028 029 117 130,159.1,118.1,4
91,"PAZ, GRAL. AV.",Saavedra,AVENIDA,VÍA TRONCAL,2,021 060,17,015 019 021 028 057 059 060 068 071 130 133 151 152 161 168 184 194,736.2,52.5,1
92,VEDIA,Saavedra,CALLE,VÍA LOCAL,0,,17,015 019 021 028 057 059 060 068 071 130 133 151 152 161 168 184 194,736.2,0.0,4
93,VIDAL,Saavedra,CALLE,VÍA LOCAL,0,,17,015 019 021 028 057 059 060 068 071 130 133 151 152 161 168 184 194,736.2,0.0,1
94,ARIAS,Nuñez,CALLE,VÍA LOCAL,0,,5,059 060 130 168 184,271.9,0.0,0
95,ARCOS,Nuñez,CALLE,VÍA LOCAL,0,,8,059 060 068 130 152 161 168 184,435.4,0.0,0
96,PICO,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,0.0,4
97,CABILDO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,13,019 057 059 060 068 071 130 133 152 161 168 184 194,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,510.8,10
98,"LUGONES, LEOPOLDO AV.",Nuñez,AVENIDA,VÍA TRONCAL,5,028 057 059 152 194,0,,0.0,26.1,0
99,CORREA,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
100,"FIGUEROA ALCORTA, PRES. AV.",Palermo,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,1,057,4,034 037 130 160,59.7,6.0,3
101,DEHEZA,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,638.7,0.0,0
102,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,646.7,0.0,0
103,PICO,Saavedra,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,0.0,4
104,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,7,019 021 057 071 130 151 194,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,122.3,7
106,"PISSARRO, VICTOR",Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,2
107,RAMALLO,Nuñez,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,130,5,015 028 029 117 130,159.1,24.0,2
108,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,0,,3,028 117 130,65.0,0.0,0
109,VEDIA,Saavedra,CALLE,VÍA LOCAL,0,,17,015 019 021 028 057 059 060 068 071 130 133 151 152 161 168 184 194,736.2,0.0,0
110,CRAMER,Saavedra,CALLE,VÍA LOCAL,0,,17,015 019 021 028 057 059 060 068 071 130 133 151 152 161 168 184 194,736.2,0.0,0
111,"PAZ, GRAL. AV.",Saavedra,AVENIDA,VÍA TRONCAL,2,021 060,17,015 019 021 028 057 059 060 068 071 130 133 151 152 161 168 184 194,736.2,52.5,0
112,RUIZ HUIDOBRO,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,2
113,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
114,ARIAS,Nuñez,CALLE,VÍA LOCAL,0,,10,019 059 060 068 130 133 152 161 168 184,489.2,0.0,0
115,CUBA,Nuñez,CALLE,VÍA LOCAL,0,,13,019 057 059 060 068 071 130 133 151 152 161 168 184,552.2,0.0,0
116,PICO,Saavedra,CALLE,VÍA LOCAL,3,021 071 151,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,58.7,3
117,CORREA,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
118,GRECIA,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,2
119,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,4,019 057 130 194,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,63.6,3
120,VEDIA,Saavedra,CALLE,VÍA LOCAL,0,,15,015 019 021 028 057 059 060 068 071 130 133 151 161 168 194,657.4,0.0,0
121,CONESA,Saavedra,CALLE,VÍA LOCAL,2,021 060,7,015 019 021 028 060 071 151,273.8,52.5,0
122,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 130,5,015 028 029 117 130,159.1,118.1,4
123,RAMALLO,Nuñez,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,130,9,028 060 068 117 130 133 161 168 184,395.4,24.0,1
124,ARCOS,Nuñez,CALLE,VÍA LOCAL,0,,8,059 060 068 130 133 161 168 184,412.4,0.0,1
125,CRAMER,Saavedra,CALLE,VÍA LOCAL,0,,15,015 019 021 028 057 059 060 068 071 130 133 151 161 168 194,657.4,0.0,0
126,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
127,"RIVADAVIA MARTIN, COMODORO",Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
128,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 130,5,015 028 029 117 130,159.1,118.1,5
129,DEHEZA,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,0.0,4
130,CABILDO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,13,019 057 059 060 068 071 130 133 152 161 168 184 194,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,510.8,8
131,PICO,Saavedra,CALLE,VÍA LOCAL,3,021 071 151,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,58.7,2
132,VIDAL,Saavedra,CALLE,VÍA LOCAL,0,,17,015 019 021 028 057 059 060 068 071 130 133 151 152 161 168 184 194,736.2,0.0,2
133,RUIZ HUIDOBRO,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
134,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
135,ARIAS,Nuñez,CALLE,VÍA LOCAL,0,,13,019 057 059 060 068 071 130 133 151 152 161 168 184,552.2,0.0,0
136,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,638.7,0.0,0
137,"MALHARRO, MARTIN A.",Saavedra,PASAJE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,0.0,0
138,MOLDES,Saavedra,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,0.0,0
139,VEDIA,Saavedra,CALLE,VÍA LOCAL,2,021 060,8,015 019 021 028 060 071 117 151,318.2,52.5,2
140,DEHEZA,Saavedra,CALLE,VÍA LOCAL,4,019 057 071 194,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,63.6,5
141,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,4,019 057 130 194,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,63.6,2
142,RUIZ HUIDOBRO,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
143,CORREA,Nuñez,CALLE,VÍA LOCAL,0,,3,028 117 130,65.0,0.0,0
144,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,0,,3,028 117 130,65.0,0.0,0
145,ARGELIA,Saavedra,PASAJE,VÍA LOCAL,0,,10,015 019 021 028 057 060 071 130 151 194,371.0,0.0,0
146,CONESA,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 151,273.8,0.0,0
147,BESARES,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,2
148,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
150,"PISSARRO, VICTOR",Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
151,PICO,Saavedra,CALLE,VÍA LOCAL,3,021 071 151,16,015 019 021 028 057 060 068 071 130 133 151 152 161 168 184 194,670.2,58.7,5
152,CRAMER,Saavedra,CALLE,VÍA LOCAL,0,,12,015 019 021 028 057 060 071 130 133 151 184 194,418.8,0.0,3
153,RAMALLO,Nuñez,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,130,10,019 059 060 068 130 133 152 161 168 184,489.2,24.0,2
154,CUBA,Nuñez,CALLE,VÍA LOCAL,0,,10,019 059 060 068 130 133 152 161 168 184,489.2,0.0,1
155,IRLANDA,Nuñez,PASAJE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
156,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
157,"MALHARRO, MARTIN A.",Saavedra,PASAJE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,647.6,0.0,0
158,VIDAL,Saavedra,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,647.6,0.0,2
159,VEDIA,Saavedra,CALLE,VÍA LOCAL,5,015 021 028 060 117,8,015 019 021 028 060 071 117 151,318.2,101.7,3
160,"CANTILO, INT.",Belgrano,CALLE,VÍA TRONCAL,5,028 057 059 152 194,0,,0.0,19.7,0
161,RUIZ HUIDOBRO,Nuñez,CALLE,VÍA LOCAL,0,,3,028 117 130,65.0,0.0,0
162,GRECIA,Nuñez,CALLE,VÍA LOCAL,0,,3,028 117 130,65.0,0.0,0
163,DEHEZA,Saavedra,CALLE,VÍA LOCAL,2,071 151,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,29.1,3
164,MOLDES,Saavedra,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,638.7,0.0,1
165,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 130,5,015 028 029 117 130,159.1,118.1,6
166,PICO,Saavedra,CALLE,VÍA LOCAL,2,021 071,12,015 019 021 028 057 060 071 130 133 151 184 194,418.8,41.6,4
167,CONESA,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 151,273.8,0.0,1
168,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
169,CORREA,Nuñez,CALLE,VÍA LOCAL,0,,9,028 059 117 130 133 152 161 168 184,297.8,0.0,0
170,ARCOS,Nuñez,CALLE,VÍA LOCAL,0,,9,059 060 068 130 133 152 161 168 184,459.2,0.0,1
171,ARIAS,Nuñez,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,638.7,0.0,4
172,CABILDO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,11,057 059 060 068 130 133 152 161 168 184 194,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,520.4,8
173,BESARES,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
174,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
175,DEHEZA,Saavedra,CALLE,VÍA LOCAL,2,071 151,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,647.6,29.1,2
176,VIDAL,Saavedra,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,647.6,0.0,1
177,RAMALLO,Nuñez,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,130,10,019 059 060 068 130 133 152 161 168 184,489.2,24.0,2
178,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,0,,13,019 057 059 060 068 071 130 133 151 152 161 168 184,552.2,0.0,1
179,PADRE CANAVERY,Nuñez,CALLE,VÍA LOCAL,0,,0,,0.0,0.0,0
180,"RIVADAVIA MARTIN, COMODORO",Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,3
181,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
182,PICO,Saavedra,CALLE,VÍA LOCAL,2,021 071,7,015 019 021 028 060 071 151,273.8,41.6,2
183,ZAPIOLA,Saavedra,CALLE,VÍA LOCAL,1,021,8,015 019 021 028 060 071 117 151,318.2,29.6,3
184,RUIZ HUIDOBRO,Nuñez,CALLE,VÍA LOCAL,0,,3,028 117 130,65.0,0.0,0
185,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,0,,3,028 117 130,65.0,0.0,0
186,BESARES,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,118.1,0.0,0
187,ARIAS,Saavedra,CALLE,VÍA LOCAL,0,,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,638.7,0.0,5
188,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,2,019 130,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,655.6,27.0,3
189,VEDIA,Saavedra,CALLE,VÍA LOCAL,4,015 021 060 117,6,015 021 028 060 071 117,303.0,101.7,1
190,VILELA,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,118.1,0.0,3
191,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
192,"UDAONDO, GUILLERMO AV.",Belgrano,AVENIDA,VÍA LOCAL,6,028 034 037 042 107 160,3,028 042 107,70.7,58.5,0
195,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 130,4,015 028 029 130,134.1,118.1,4
196,RIO PIEDRAS,Nuñez,PASAJE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
197,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,118.1,0.0,0
198,CORREA,Nuñez,CALLE,VÍA LOCAL,0,,9,059 060 068 130 133 152 161 168 184,459.2,0.0,0
199,CUBA,Nuñez,CALLE,VÍA LOCAL,0,,10,019 059 060 068 130 133 152 161 168 184,489.2,0.0,1
200,DEHEZA,Saavedra,CALLE,VÍA LOCAL,1,071,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,647.6,12.0,3
201,CRAMER,Saavedra,CALLE,VÍA LOCAL,1,151,16,015 019 021 028 057 060 068 071 130 133 151 152 161 168 184 194,619.3,17.1,5
202,VILELA,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,118.1,0.0,0
203,"RIVADAVIA MARTIN, COMODORO",Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
204,BESARES,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,118.1,0.0,0
205,GRECIA,Nuñez,CALLE,VÍA LOCAL,0,,5,015 028 029 117 130,159.1,0.0,0
206,VILELA,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
208,PICO,Saavedra,CALLE,VÍA LOCAL,1,071,8,015 019 021 028 060 071 117 151,318.2,12.0,2
209,QUINTANA,Saavedra,CALLE,VÍA LOCAL,0,,8,015 019 021 028 060 071 117 151,318.2,0.0,2
210,"SANCHEZ, MIGUEL B. AV.",Nuñez,AVENIDA,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,5
211,ARIAS,Saavedra,CALLE,VÍA LOCAL,1,019,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,638.7,15.0,2
